Common Name,Len,Faculty,Len2,Number,Len3,Course Title,Len4,Schedule,Len5,Lecture Hours,Len6,Lab Hours,Len7,Weight,Len8,Description,Len9,Prerequisites,Len10,Corequisites,Len11,Restrictions,Len12,Equates,Len13,Departments,Len14,Offerings,Len15,External Course Codes,Len16,Total
POLS*4930,9,POLS,4,4930,4,Selected Topics in Political Science,36,"S,F,W",5,3,1,0,1,1,1,"This course provides for independent reading and research in selected areas of the discipline not covered by regular course offerings. Prior to enrollment in the course, approval must be obtained from a member of the department willing to supervise the research. Students should approach potential supervisors with a proposal for readings and research, which may include reflection and expansion on a subject matter addressed in previous course assignments. ",458,1.50 credits at the 3000 level in Political Science or equivalent,65,,0,Instructor consent required.,28,,0,Department of Political Science,31,,0,,0,643
POLS*4970,9,POLS,4,4970,4,Honours Political Science Research I,36,"S,F,W",5,3,1,0,1,0.5,3,This is Part I of the Honours Essay. Students complete the necessary reading and research for their Honours Essay under the supervision of a department advisor. A research proposal is expected by the end of the semester. Political science majors who wish to pursue an honours thesis must register in this course in their 7th semester. Student selection of an approved subject area and instructor must be completed in the semester previous to enrolment in this course. ,468,70% average in all POLS courses. Recommendation: Students with less than a 75% average are advised not to take this course.,123,,0,Instructor consent required.,28,,0,Department of Political Science,31,,0,,0,713
POLS*4980,9,POLS,4,4980,4,Honours Political Science Research II,37,"S,F,W",5,3,1,0,1,0.5,3,This is Part II of the Honours Essay. Students organize and write their essays under the supervision of their advisor. Major honours political science students must register in this course in their 8th semester. ,212,POLS*4970,9,,0,Instructor consent required.,28,,0,Department of Political Science,31,,0,,0,344
POPM*3240,9,POPM,4,3240,4,Epidemiology,12,"F,W",3,3,1,0,1,0.5,3,"The course examines the basic concepts of health and disease in populations. Methods used in descriptive and analytic epidemiological studies, including the design, analysis and interpretation of results for observational studies and field trials are presented. ",262,"(BIOL*1080 or BIOL*1090), STAT*2040",35,,0,This is a Priority Access Course. Some restrictions may apply during some time periods. Please see the Department of Population Medicine website for more information.,166,,0,Department of Population Medicine,33,Also offered through Distance Education format.,47,,0,580
POPM*4040,9,POPM,4,4040,4,Epidemiology of Food-borne Diseases,35,F,1,3,1,0,1,0.5,3,"This course examines the epidemiology and prevention of food-borne infections and intoxications, including those of both microbiological and chemical origin. Drawing on outbreak investigations, surveys, risk assessments, government surveillance systems and basic research, the biological, ecological, socio-economic and public health context of these diseases will be discussed. ",379,"1 of FOOD*3230, POPM*3240",25,,0,FOOD*4210.,10,,0,Department of Population Medicine,33,,0,,0,505
POPM*4230,9,POPM,4,4230,4,Animal Health,13,F,1,3,1,0,1,0.5,3,"This course examines the causes and effects of important diseases of food animals in Canada, with a focus on dairy cattle. Elements of physiology, epidemiology, microbiology, nutrition, and production management are integrated into a health management approach emphasizing disease prevention. The course is directed at senior undergraduate students with interest in and knowledge of, food animal production agriculture. ",420,ANSC*2340 or ANSC*3080,22,,0,This is a Priority Access Course. Enrolment may be restricted to particular programs or specializations or semester levels during certain periods. See the departmental,167,,0,Department of Population Medicine,33,Offered in-class in even-numbered years. Offered Distance Education format in odd-numbered years.,97,,0,775
PORT*1100,9,PORT,4,1100,4,Introductory Portuguese (Brazilian Culture),43,F,1,3,1,0,1,0.5,3,This course provides the basics of spoken and written Portuguese for students with no previous studies in the language. The learning context will be present-day Brazilian culture. ,180,,0,,0,,0,,0,School of Languages and Literatures,35,,0,,0,281
PORT*1110,9,PORT,4,1110,4,Intermediate Portuguese (Brazilian Culture),43,W,1,3,1,0,1,0.5,3,This course is a continuation of Introductory Portuguese with emphasis on oral work. The learning context will be present-day Brazilian culture. ,145,PORT*1100,9,,0,Instructor consent required.,28,,0,School of Languages and Literatures,35,,0,,0,283
PSYC*1000,9,PSYC,4,1000,4,Introduction to Psychology,26,"S,F,W",5,3,1,0,1,0.5,3,"This is an introduction to the content and methods of psychology. It will cover the major areas such as neuroscience, sensation and perception, learning, cognition, motivation, human development, personality, psychopathology and its treatment, and social psychology. ",267,,0,,0,This is a Priority Access Course. Some restrictions may apply during some time periods.,87,,0,Department of Psychology,24,Also offered through Distance Education format.,47,,0,478
PSYC*1010,9,PSYC,4,1010,4,Making Sense of Data in Psychological Research,46,"F,W",3,3,1,0,1,0.5,3,"This course introduces research designs and quantitative approaches used in psychological science, with an emphasis on conceptual understanding. Specific topics include distributions, meta-analysis, confidence intervals and p-values, effect size, and regression, as well as the differences between descriptive, correlational, and experimental research designs. ",361,PSYC*1000,9,,0,"STAT*2040, STAT*2060, STAT*2080, STAT*2120 This is a Priority Access Course. Some restrictions may apply during some time periods.",130,,0,Department of Psychology,24,,0,,0,595
PSYC*1500,9,PSYC,4,1500,4,Foundational Skills for Psychology,34,"F,W",3,3,1,0,1,0.5,3,"This course is designed to help Psychology majors to optimize their learning in the Psychology program. The primary focus is on individual skill development with respect to academic learning, written and oral communication, career planning, and working in groups. Specific topics will vary by instructor. ",305,,0,"1 of PSYC*1000, PSYC*1100, PSYC*1200",36,"Restricted to Psychology majors BAH, BAH:C, BSC.PBC, and Psychology Area of Concentration",89,,0,Department of Psychology,24,,0,,0,513
PSYC*2020,9,PSYC,4,2020,4,Abnormal Psychology,19,W,1,3,1,0,1,0.5,3,"This course is an introduction to abnormal psychology including a multidimensional conceptualization of mental health, assessment, diagnosis, and treatment. Common psychological disorders will be explored with respect to etiology, assessment, current diagnosis and classification, as well as treatment. Emphasis will be given to broad empirical research and to the experiences of individuals with these disorders. ",414,PSYC*1000,9,,0,"PSYC*3390, This is a Priority Access Course. Some restrictions may apply during some time periods.",98,,0,Department of Psychology,24,,0,,0,587
PSYC*2070,9,PSYC,4,2070,4,"Teams, Leadership, and Professional Behaviour",45,"F,W",3,3,1,0,1,0.5,3,"The course will focus on the theory and practical application of Organizational Psychology with regard to leadership, teams, and professional behaviour. The course will provide students with opportunities to assess their leadership and teamwork skills, as well as active learning activities to practice these skills. Key topics will include work motivation, time management, personal organizational skills, goal setting, conflict management, social influence and stress management. ",482,PSYC*1500 or 4.00 credits in Psychology,39,,0,"PSYC*3080, Restricted to Psychology majors BAH, BAH:C, BSC.PBC, and Psychology Area of Concentration",100,,0,Department of Psychology,24,,0,,0,715
